,country,geo_code,date,cultural_interest_1,cultural_interest_2,match_interest_1,match_interest_2,city
620,Paraguay,US-TX-618,2026-06-21,0,0,76,7,Houston TX
621,Paraguay,US-TX-618,2026-06-28,0,0,44,0,Houston TX
622,Paraguay,US-TX-618,2026-07-05,9,0,267,23,Houston TX
623,Paraguay,US-TX-618,2026-07-12,0,0,18,0,Houston TX
624,Paraguay,US-TX-618,2026-07-19,0,0,0,0,Houston TX
625,Paraguay,US-TX-618,2026-07-26,0,0,0,0,Houston TX
626,Paraguay,US-TX-618,2026-08-02,0,0,0,0,Houston TX
627,Paraguay,US-TX-618,2026-08-09,0,0,0,0,Houston TX
628,Paraguay,US-TX-618,2026-08-16,0,0,0,0,Houston TX
629,Paraguay,US-TX-618,2026-08-23,0,0,0,0,Houston TX
630,Paraguay,US-TX-623,2026-05-17,0,0,0,0,Dallas TX
631,Paraguay,US-TX-623,2026-05-24,0,0,0,3,Dallas TX
632,Paraguay,US-TX-623,2026-05-31,0,0,0,0,Dallas TX
633,Paraguay,US-TX-623,2026-06-07,0,0,0,0,Dallas TX
634,Paraguay,US-TX-623,2026-06-14,3,0,194,61,Dallas TX
635,Paraguay,US-TX-623,2026-06-21,0,0,74,11,Dallas TX
636,Paraguay,US-TX-623,2026-06-28,0,0,52,4,Dallas TX
637,Paraguay,US-TX-623,2026-07-05,11,3,265,27,Dallas TX
638,Paraguay,US-TX-623,2026-07-12,0,0,17,4,Dallas TX
639,Paraguay,US-TX-623,2026-07-19,0,0,0,0,Dallas TX
640,Paraguay,US-TX-623,2026-07-26,0,0,0,0,Dallas TX
641,Paraguay,US-TX-623,2026-08-02,0,0,0,0,Dallas TX
642,Paraguay,US-TX-623,2026-08-09,0,0,0,0,Dallas TX
643,Paraguay,US-TX-623,2026-08-16,0,0,0,0,Dallas TX
644,Paraguay,US-TX-623,2026-08-23,0,0,0,0,Dallas TX
645,Paraguay,US-WA-819,2026-05-17,0,0,0,0,Seattle WA
646,Paraguay,US-WA-819,2026-05-24,0,0,0,0,Seattle WA
647,Paraguay,US-WA-819,2026-05-31,0,0,0,0,Seattle WA
648,Paraguay,US-WA-819,2026-06-07,0,0,0,0,Seattle WA
649,Paraguay,US-WA-819,2026-06-14,3,0,154,37,Seattle WA
650,Paraguay,US-WA-819,2026-06-21,0,0,63,10,Seattle WA
651,Paraguay,US-WA-819,2026-06-28,0,0,60,3,Seattle WA
652,Paraguay,US-WA-819,2026-07-05,16,0,273,17,Seattle WA
653,Paraguay,US-WA-819,2026-07-12,0,0,19,0,Seattle WA
654,Paraguay,US-WA-819,2026-07-19,0,0,0,0,Seattle WA
655,Paraguay,US-WA-819,2026-07-26,0,0,0,0,Seattle WA
656,Paraguay,US-WA-819,2026-08-02,0,0,0,0,Seattle WA
657,Paraguay,US-WA-819,2026-08-09,0,0,0,0,Seattle WA
658,Paraguay,US-WA-819,2026-08-16,0,0,0,0,Seattle WA
659,Paraguay,US-WA-819,2026-08-23,0,0,0,0,Seattle WA
660,Turkey,US-CA-803,2026-05-17,0,0,0,0,Los Angeles CA
661,Turkey,US-CA-803,2026-05-24,0,0,3,1,Los Angeles CA
662,Turkey,US-CA-803,2026-05-31,1,0,3,0,Los Angeles CA
663,Turkey,US-CA-803,2026-06-07,3,0,11,0,Los Angeles CA
664,Turkey,US-CA-803,2026-06-14,5,0,83,12,Los Angeles CA
665,Turkey,US-CA-803,2026-06-21,1,0,93,13,Los Angeles CA
666,Turkey,US-CA-803,2026-06-28,5,0,157,29,Los Angeles CA
667,Turkey,US-CA-803,2026-07-05,3,0,33,1,Los Angeles CA
668,Turkey,US-CA-803,2026-07-12,2,0,17,0,Los Angeles CA
669,Turkey,US-CA-803,2026-07-19,0,3,13,0,Los Angeles CA
670,Turkey,US-CA-803,2026-07-26,0,0,0,0,Los Angeles CA
671,Turkey,US-CA-803,2026-08-02,0,0,0,1,Los Angeles CA
672,Turkey,US-CA-803,2026-08-09,0,0,0,0,Los Angeles CA
673,Turkey,US-CA-803,2026-08-16,0,0,0,0,Los Angeles CA
674,Turkey,US-CA-803,2026-08-23,0,0,0,0,Los Angeles CA
675,Turkey,US-CA-807,2026-05-17,0,0,0,0,San Francisco CA
676,Turkey,US-CA-807,2026-05-24,0,0,0,0,San Francisco CA
677,Turkey,US-CA-807,2026-05-31,0,0,2,0,San Francisco CA
678,Turkey,US-CA-807,2026-06-07,0,0,16,0,San Francisco CA
679,Turkey,US-CA-807,2026-06-14,7,0,107,12,San Francisco CA
680,Turkey,US-CA-807,2026-06-21,0,0,134,20,San Francisco CA
681,Turkey,US-CA-807,2026-06-28,0,0,160,24,San Francisco CA
682,Turkey,US-CA-807,2026-07-05,0,0,40,2,San Francisco CA
683,Turkey,US-CA-807,2026-07-12,2,0,24,0,San Francisco CA
684,Turkey,US-CA-807,2026-07-19,0,0,16,0,San Francisco CA
685,Turkey,US-CA-807,2026-07-26,0,0,0,0,San Francisco CA
686,Turkey,US-CA-807,2026-08-02,0,0,0,0,San Francisco CA
687,Turkey,US-CA-807,2026-08-09,0,0,0,0,San Francisco CA
688,Turkey,US-CA-807,2026-08-16,0,0,0,0,San Francisco CA
689,Turkey,US-CA-807,2026-08-23,0,0,0,0,San Francisco CA
690,Turkey,US-FL-528,2026-05-17,0,0,0,0,Miami FL
691,Turkey,US-FL-528,2026-05-24,0,0,0,0,Miami FL
692,Turkey,US-FL-528,2026-05-31,0,0,0,0,Miami FL
693,Turkey,US-FL-528,2026-06-07,0,0,7,7,Miami FL
694,Turkey,US-FL-528,2026-06-14,0,0,120,14,Miami FL
695,Turkey,US-FL-528,2026-06-21,6,0,125,14,Miami FL
696,Turkey,US-FL-528,2026-06-28,0,0,173,30,Miami FL
697,Turkey,US-FL-528,2026-07-05,0,0,28,0,Miami FL
698,Turkey,US-FL-528,2026-07-12,0,0,7,0,Miami FL
699,Turkey,US-FL-528,2026-07-19,10,0,0,0,Miami FL
700,Turkey,US-FL-528,2026-07-26,0,0,0,0,Miami FL
701,Turkey,US-FL-528,2026-08-02,0,0,0,0,Miami FL
702,Turkey,US-FL-528,2026-08-09,0,0,0,0,Miami FL
703,Turkey,US-FL-528,2026-08-16,0,0,0,0,Miami FL
704,Turkey,US-FL-528,2026-08-23,0,0,0,0,Miami FL
705,Turkey,US-GA-524,2026-05-17,0,0,0,0,Atlanta GA
706,Turkey,US-GA-524,2026-05-24,0,0,0,0,Atlanta GA
707,Turkey,US-GA-524,2026-05-31,0,0,0,0,Atlanta GA
708,Turkey,US-GA-524,2026-06-07,0,0,4,0,Atlanta GA
709,Turkey,US-GA-524,2026-06-14,0,0,92,13,Atlanta GA
710,Turkey,US-GA-524,2026-06-21,0,0,111,9,Atlanta GA
711,Turkey,US-GA-524,2026-06-28,0,0,172,37,Atlanta GA
712,Turkey,US-GA-524,2026-07-05,0,0,19,0,Atlanta GA
713,Turkey,US-GA-524,2026-07-12,0,0,0,0,Atlanta GA
714,Turkey,US-GA-524,2026-07-19,0,0,0,0,Atlanta GA
715,Turkey,US-GA-524,2026-07-26,0,0,0,0,Atlanta GA
716,Turkey,US-GA-524,2026-08-02,0,0,0,0,Atlanta GA
717,Turkey,US-GA-524,2026-08-09,0,0,0,0,Atlanta GA
718,Turkey,US-GA-524,2026-08-16,0,0,0,4,Atlanta GA
719,Turkey,US-GA-524,2026-08-23,0,0,0,0,Atlanta GA
720,Turkey,US-IL-602,2026-05-17,0,0,0,0,Chicago IL
721,Turkey,US-IL-602,2026-05-24,0,0,0,0,Chicago IL
722,Turkey,US-IL-602,2026-05-31,0,0,0,0,Chicago IL
723,Turkey,US-IL-602,2026-06-07,0,0,4,0,Chicago IL
724,Turkey,US-IL-602,2026-06-14,0,0,92,14,Chicago IL
725,Turkey,US-IL-602,2026-06-21,0,0,110,12,Chicago IL
726,Turkey,US-IL-602,2026-06-28,0,0,160,32,Chicago IL
727,Turkey,US-IL-602,2026-07-05,0,0,28,5,Chicago IL
728,Turkey,US-IL-602,2026-07-12,0,0,9,0,Chicago IL
729,Turkey,US-IL-602,2026-07-19,0,0,0,0,Chicago IL
730,Turkey,US-IL-602,2026-07-26,0,0,0,0,Chicago IL
731,Turkey,US-IL-602,2026-08-02,0,0,0,0,Chicago IL
732,Turkey,US-IL-602,2026-08-09,0,0,0,0,Chicago IL
733,Turkey,US-IL-602,2026-08-16,0,0,0,0,Chicago IL
734,Turkey,US-IL-602,2026-08-23,0,0,0,0,Chicago IL
735,Turkey,US-MA-506,2026-05-17,0,0,0,0,Boston MA
736,Turkey,US-MA-506,2026-05-24,0,0,0,0,Boston MA
737,Turkey,US-MA-506,2026-05-31,0,0,0,0,Boston MA
738,Turkey,US-MA-506,2026-06-07,0,0,5,0,Boston MA
739,Turkey,US-MA-506,2026-06-14,0,0,97,9,Boston MA
740,Turkey,US-MA-506,2026-06-21,0,0,115,11,Boston MA
741,Turkey,US-MA-506,2026-06-28,0,0,162,27,Boston MA
742,Turkey,US-MA-506,2026-07-05,0,0,30,0,Boston MA
743,Turkey,US-MA-506,2026-07-12,0,0,0,0,Boston MA
744,Turkey,US-MA-506,2026-07-19,0,0,0,0,Boston MA
745,Turkey,US-MA-506,2026-07-26,0,0,0,0,Boston MA
746,Turkey,US-MA-506,2026-08-02,0,0,0,0,Boston MA
747,Turkey,US-MA-506,2026-08-09,0,0,0,0,Boston MA
748,Turkey,US-MA-506,2026-08-16,0,0,1,0,Boston MA
749,Turkey,US-MA-506,2026-08-23,0,0,3,0,Boston MA
750,Turkey,US-MO-616,2026-05-17,0,0,0,0,Kansas City MO
751,Turkey,US-MO-616,2026-05-24,0,0,0,0,Kansas City MO
752,Turkey,US-MO-616,2026-05-31,0,0,0,0,Kansas City MO
753,Turkey,US-MO-616,2026-06-07,0,0,0,0,Kansas City MO
754,Turkey,US-MO-616,2026-06-14,0,0,63,0,Kansas City MO
755,Turkey,US-MO-616,2026-06-21,0,0,69,15,Kansas City MO
756,Turkey,US-MO-616,2026-06-28,0,0,127,33,Kansas City MO
757,Turkey,US-MO-616,2026-07-05,0,0,0,0,Kansas City MO
758,Turkey,US-MO-616,2026-07-12,0,0,0,0,Kansas City MO
759,Turkey,US-MO-616,2026-07-19,0,0,0,0,Kansas City MO
760,Turkey,US-MO-616,2026-07-26,0,0,0,0,Kansas City MO
761,Turkey,US-MO-616,2026-08-02,0,0,0,0,Kansas City MO
762,Turkey,US-MO-616,2026-08-09,0,0,0,0,Kansas City MO
763,Turkey,US-MO-616,2026-08-16,0,0,0,0,Kansas City MO
764,Turkey,US-MO-616,2026-08-23,0,0,0,0,Kansas City MO
765,Turkey,US-NY-501,2026-05-17,0,0,0,0,New York NY
766,Turkey,US-NY-501,2026-05-24,0,0,4,0,New York NY
767,Turkey,US-NY-501,2026-05-31,6,0,3,0,New York NY
768,Turkey,US-NY-501,2026-06-07,4,0,20,0,New York NY
769,Turkey,US-NY-501,2026-06-14,10,0,109,15,New York NY
770,Turkey,US-NY-501,2026-06-21,5,0,135,21,New York NY
771,Turkey,US-NY-501,2026-06-28,8,0,175,37,New York NY
772,Turkey,US-NY-501,2026-07-05,1,0,35,0,New York NY
773,Turkey,US-NY-501,2026-07-12,1,0,21,0,New York NY
774,Turkey,US-NY-501,2026-07-19,0,0,14,0,New York NY
775,Turkey,US-NY-501,2026-07-26,0,0,0,0,New York NY
776,Turkey,US-NY-501,2026-08-02,0,0,0,0,New York NY
777,Turkey,US-NY-501,2026-08-09,0,0,0,0,New York NY
778,Turkey,US-NY-501,2026-08-16,0,0,0,0,New York NY
779,Turkey,US-NY-501,2026-08-23,0,0,0,0,New York NY
780,Turkey,US-PA-504,2026-05-17,0,0,0,0,Philidelphia PA
781,Turkey,US-PA-504,2026-05-24,0,0,0,0,Philidelphia PA
782,Turkey,US-PA-504,2026-05-31,0,0,0,0,Philidelphia PA
783,Turkey,US-PA-504,2026-06-07,5,0,5,0,Philidelphia PA
784,Turkey,US-PA-504,2026-06-14,0,0,98,0,Philidelphia PA
785,Turkey,US-PA-504,2026-06-21,0,0,137,16,Philidelphia PA
786,Turkey,US-PA-504,2026-06-28,0,0,170,37,Philidelphia PA
787,Turkey,US-PA-504,2026-07-05,0,0,20,0,Philidelphia PA
788,Turkey,US-PA-504,2026-07-12,0,0,0,0,Philidelphia PA
789,Turkey,US-PA-504,2026-07-19,0,0,0,0,Philidelphia PA
790,Turkey,US-PA-504,2026-07-26,0,0,0,0,Philidelphia PA
791,Turkey,US-PA-504,2026-08-02,0,0,0,0,Philidelphia PA
792,Turkey,US-PA-504,2026-08-09,0,0,0,0,Philidelphia PA
793,Turkey,US-PA-504,2026-08-16,0,0,2,0,Philidelphia PA
794,Turkey,US-PA-504,2026-08-23,0,0,1,0,Philidelphia PA
795,Turkey,US-TX-618,2026-05-17,0,0,0,0,Houston TX
796,Turkey,US-TX-618,2026-05-24,0,0,0,0,Houston TX
797,Turkey,US-TX-618,2026-05-31,0,0,0,0,Houston TX
798,Turkey,US-TX-618,2026-06-07,0,0,4,0,Houston TX
799,Turkey,US-TX-618,2026-06-14,0,4,91,17,Houston TX
800,Turkey,US-TX-618,2026-06-21,4,0,101,13,Houston TX
801,Turkey,US-TX-618,2026-06-28,5,0,154,30,Houston TX
802,Turkey,US-TX-618,2026-07-05,0,0,37,5,Houston TX
803,Turkey,US-TX-618,2026-07-12,0,0,10,0,Houston TX
804,Turkey,US-TX-618,2026-07-19,0,0,0,0,Houston TX
805,Turkey,US-TX-618,2026-07-26,0,0,0,0,Houston TX
806,Turkey,US-TX-618,2026-08-02,0,0,0,0,Houston TX
807,Turkey,US-TX-618,2026-08-09,0,0,0,0,Houston TX
808,Turkey,US-TX-618,2026-08-16,0,0,0,0,Houston TX
809,Turkey,US-TX-618,2026-08-23,0,0,0,0,Houston TX
810,Turkey,US-TX-623,2026-05-17,0,0,0,0,Dallas TX
811,Turkey,US-TX-623,2026-05-24,0,0,0,0,Dallas TX
812,Turkey,US-TX-623,2026-05-31,0,0,0,0,Dallas TX
813,Turkey,US-TX-623,2026-06-07,0,0,3,0,Dallas TX
814,Turkey,US-TX-623,2026-06-14,0,0,89,10,Dallas TX
815,Turkey,US-TX-623,2026-06-21,0,0,106,11,Dallas TX
816,Turkey,US-TX-623,2026-06-28,3,0,157,31,Dallas TX
817,Turkey,US-TX-623,2026-07-05,0,0,37,0,Dallas TX
818,Turkey,US-TX-623,2026-07-12,0,4,16,0,Dallas TX
819,Turkey,US-TX-623,2026-07-19,0,0,21,0,Dallas TX
820,Turkey,US-TX-623,2026-07-26,0,0,0,0,Dallas TX
821,Turkey,US-TX-623,2026-08-02,0,0,0,0,Dallas TX
822,Turkey,US-TX-623,2026-08-09,0,0,0,0,Dallas TX
823,Turkey,US-TX-623,2026-08-16,0,0,0,0,Dallas TX
824,Turkey,US-TX-623,2026-08-23,0,0,0,0,Dallas TX
825,Turkey,US-WA-819,2026-05-17,0,0,0,0,Seattle WA
826,Turkey,US-WA-819,2026-05-24,0,0,0,0,Seattle WA
827,Turkey,US-WA-819,2026-05-31,0,0,0,0,Seattle WA
828,Turkey,US-WA-819,2026-06-07,0,0,4,0,Seattle WA
829,Turkey,US-WA-819,2026-06-14,0,0,86,6,Seattle WA
830,Turkey,US-WA-819,2026-06-21,0,0,98,11,Seattle WA
831,Turkey,US-WA-819,2026-06-28,0,0,160,27,Seattle WA
832,Turkey,US-WA-819,2026-07-05,0,0,35,0,Seattle WA
833,Turkey,US-WA-819,2026-07-12,0,0,9,0,Seattle WA
834,Turkey,US-WA-819,2026-07-19,0,0,16,0,Seattle WA
835,Turkey,US-WA-819,2026-07-26,0,0,0,0,Seattle WA
836,Turkey,US-WA-819,2026-08-02,0,0,0,0,Seattle WA
837,Turkey,US-WA-819,2026-08-09,0,0,0,0,Seattle WA
838,Turkey,US-WA-819,2026-08-16,0,0,0,0,Seattle WA
839,Turkey,US-WA-819,2026-08-23,0,0,0,0,Seattle WA
