country,geo_code,date,cultural_interest_1,cultural_interest_2,match_interest_1,match_interest_2
Bosnia_and_Herzegovina,US-WA-819,2026-06-28,0,0,91,0
Bosnia_and_Herzegovina,US-WA-819,2026-07-05,0,0,182,42
Bosnia_and_Herzegovina,US-WA-819,2026-07-12,0,0,0,0
Bosnia_and_Herzegovina,US-WA-819,2026-07-19,0,0,0,0
Bosnia_and_Herzegovina,US-WA-819,2026-07-26,0,0,0,0
Bosnia_and_Herzegovina,US-WA-819,2026-08-02,0,0,0,0
Bosnia_and_Herzegovina,US-WA-819,2026-08-09,0,0,0,0
Bosnia_and_Herzegovina,US-WA-819,2026-08-16,0,0,0,0
Bosnia_and_Herzegovina,US-WA-819,2026-08-23,0,0,0,0
Paraguay,US-CA-803,2026-05-17,0,0,0,0
Paraguay,US-CA-803,2026-05-24,0,0,1,0
Paraguay,US-CA-803,2026-05-31,0,0,5,0
Paraguay,US-CA-803,2026-06-07,0,0,12,0
Paraguay,US-CA-803,2026-06-14,5,1,209,59
Paraguay,US-CA-803,2026-06-21,0,0,70,14
Paraguay,US-CA-803,2026-06-28,2,0,70,4
Paraguay,US-CA-803,2026-07-05,15,1,277,27
Paraguay,US-CA-803,2026-07-12,0,0,22,2
Paraguay,US-CA-803,2026-07-19,0,0,4,0
Paraguay,US-CA-803,2026-07-26,0,0,2,0
Paraguay,US-CA-803,2026-08-02,0,0,0,0
Paraguay,US-CA-803,2026-08-09,0,0,0,0
Paraguay,US-CA-803,2026-08-16,0,0,0,0
Paraguay,US-CA-803,2026-08-23,0,0,0,0
Paraguay,US-CA-807,2026-05-17,0,0,0,0
Paraguay,US-CA-807,2026-05-24,0,0,0,0
Paraguay,US-CA-807,2026-05-31,0,0,0,0
Paraguay,US-CA-807,2026-06-07,0,0,10,0
Paraguay,US-CA-807,2026-06-14,5,0,147,30
Paraguay,US-CA-807,2026-06-21,0,0,97,12
Paraguay,US-CA-807,2026-06-28,2,0,86,6
Paraguay,US-CA-807,2026-07-05,16,2,270,23
Paraguay,US-CA-807,2026-07-12,0,0,28,0
Paraguay,US-CA-807,2026-07-19,0,0,0,0
Paraguay,US-CA-807,2026-07-26,0,0,0,0
Paraguay,US-CA-807,2026-08-02,0,0,0,0
Paraguay,US-CA-807,2026-08-09,0,0,0,0
Paraguay,US-CA-807,2026-08-16,0,0,0,0
Paraguay,US-CA-807,2026-08-23,0,0,0,0
Paraguay,US-FL-528,2026-05-17,0,0,0,0
Paraguay,US-FL-528,2026-05-24,0,4,0,0
Paraguay,US-FL-528,2026-05-31,0,0,0,0
Paraguay,US-FL-528,2026-06-07,0,0,0,0
Paraguay,US-FL-528,2026-06-14,0,0,188,52
Paraguay,US-FL-528,2026-06-21,0,0,67,9
Paraguay,US-FL-528,2026-06-28,0,0,71,4
Paraguay,US-FL-528,2026-07-05,6,0,265,24
Paraguay,US-FL-528,2026-07-12,0,0,16,0
Paraguay,US-FL-528,2026-07-19,0,0,0,0
Paraguay,US-FL-528,2026-07-26,0,0,0,0
Paraguay,US-FL-528,2026-08-02,0,0,0,0
Paraguay,US-FL-528,2026-08-09,0,0,0,0
Paraguay,US-FL-528,2026-08-16,0,0,0,0
Paraguay,US-FL-528,2026-08-23,0,0,0,0
Paraguay,US-GA-524,2026-05-17,0,0,0,0
Paraguay,US-GA-524,2026-05-24,0,0,4,0
Paraguay,US-GA-524,2026-05-31,0,0,3,0
Paraguay,US-GA-524,2026-06-07,0,0,5,0
Paraguay,US-GA-524,2026-06-14,0,0,185,55
Paraguay,US-GA-524,2026-06-21,0,0,80,8
Paraguay,US-GA-524,2026-06-28,0,0,57,4
Paraguay,US-GA-524,2026-07-05,9,0,257,32
Paraguay,US-GA-524,2026-07-12,0,0,21,0
Paraguay,US-GA-524,2026-07-19,0,0,0,0
Paraguay,US-GA-524,2026-07-26,0,0,0,0
Paraguay,US-GA-524,2026-08-02,5,4,0,0
Paraguay,US-GA-524,2026-08-09,0,0,0,0
Paraguay,US-GA-524,2026-08-16,0,0,0,0
Paraguay,US-GA-524,2026-08-23,0,0,0,0
Paraguay,US-MA-506,2026-05-17,0,0,0,0
Paraguay,US-MA-506,2026-05-24,0,0,0,0
Paraguay,US-MA-506,2026-05-31,0,0,0,0
Paraguay,US-MA-506,2026-06-07,0,0,0,0
Paraguay,US-MA-506,2026-06-14,7,0,176,60
Paraguay,US-MA-506,2026-06-21,0,0,63,4
Paraguay,US-MA-506,2026-06-28,0,0,56,3
Paraguay,US-MA-506,2026-07-05,11,0,261,36
Paraguay,US-MA-506,2026-07-12,0,0,18,0
Paraguay,US-MA-506,2026-07-19,0,0,3,0
Paraguay,US-MA-506,2026-07-26,0,0,0,0
Paraguay,US-MA-506,2026-08-02,0,0,0,0
Paraguay,US-MA-506,2026-08-09,0,0,0,0
Paraguay,US-MA-506,2026-08-16,0,0,0,0
Paraguay,US-MA-506,2026-08-23,0,0,0,0
Paraguay,US-MO-616,2026-05-17,0,0,0,0
Paraguay,US-MO-616,2026-05-24,0,0,0,0
Paraguay,US-MO-616,2026-05-31,0,0,0,0
Paraguay,US-MO-616,2026-06-07,0,0,0,0
Paraguay,US-MO-616,2026-06-14,0,0,197,60
Paraguay,US-MO-616,2026-06-21,0,11,52,12
Paraguay,US-MO-616,2026-06-28,0,0,45,0
Paraguay,US-MO-616,2026-07-05,0,0,210,26
Paraguay,US-MO-616,2026-07-12,0,0,12,0
Paraguay,US-MO-616,2026-07-19,0,0,0,0
Paraguay,US-MO-616,2026-07-26,0,0,0,0
Paraguay,US-MO-616,2026-08-02,0,0,0,0
Paraguay,US-MO-616,2026-08-09,0,0,0,0
Paraguay,US-MO-616,2026-08-16,0,0,0,0
Paraguay,US-MO-616,2026-08-23,0,0,0,0
Paraguay,US-NY-501,2026-05-17,0,0,0,0
Paraguay,US-NY-501,2026-05-24,0,0,0,0
Paraguay,US-NY-501,2026-05-31,0,0,4,1
Paraguay,US-NY-501,2026-06-07,1,0,12,2
Paraguay,US-NY-501,2026-06-14,9,0,164,52
Paraguay,US-NY-501,2026-06-21,1,0,76,10
Paraguay,US-NY-501,2026-06-28,4,0,71,3
Paraguay,US-NY-501,2026-07-05,10,0,284,30
Paraguay,US-NY-501,2026-07-12,0,0,26,2
Paraguay,US-NY-501,2026-07-19,0,0,5,0
Paraguay,US-NY-501,2026-07-26,0,0,0,0
Paraguay,US-NY-501,2026-08-02,0,0,0,0
Paraguay,US-NY-501,2026-08-09,0,0,0,0
Paraguay,US-NY-501,2026-08-16,0,0,0,0
Paraguay,US-NY-501,2026-08-23,0,0,0,0
Paraguay,US-PA-504,2026-05-17,0,0,0,0
Paraguay,US-PA-504,2026-05-24,0,0,0,0
Paraguay,US-PA-504,2026-05-31,0,0,4,0
Paraguay,US-PA-504,2026-06-07,0,0,4,0
Paraguay,US-PA-504,2026-06-14,0,0,163,57
Paraguay,US-PA-504,2026-06-21,4,0,74,5
Paraguay,US-PA-504,2026-06-28,0,0,55,0
Paraguay,US-PA-504,2026-07-05,4,0,276,36
Paraguay,US-PA-504,2026-07-12,0,0,16,0
Paraguay,US-PA-504,2026-07-19,0,0,0,0
Paraguay,US-PA-504,2026-07-26,0,0,0,0
Paraguay,US-PA-504,2026-08-02,0,0,0,0
Paraguay,US-PA-504,2026-08-09,0,4,0,0
Paraguay,US-PA-504,2026-08-16,0,0,0,0
Paraguay,US-PA-504,2026-08-23,0,0,0,0
Paraguay,US-TX-618,2026-05-17,0,0,0,0
Paraguay,US-TX-618,2026-05-24,0,0,0,0
Paraguay,US-TX-618,2026-05-31,0,0,0,0
Paraguay,US-TX-618,2026-06-07,0,0,0,0
Paraguay,US-TX-618,2026-06-14,4,0,164,53
Paraguay,US-TX-618,2026-06-21,0,0,79,6
Paraguay,US-TX-618,2026-06-28,0,0,44,0
Paraguay,US-TX-618,2026-07-05,5,3,262,27
Paraguay,US-TX-618,2026-07-12,0,0,14,0
Paraguay,US-TX-618,2026-07-19,0,0,4,0
Paraguay,US-TX-618,2026-07-26,0,0,0,0
Paraguay,US-TX-618,2026-08-02,0,0,0,0
Paraguay,US-TX-618,2026-08-09,0,0,0,0
Paraguay,US-TX-618,2026-08-16,0,0,0,0
Paraguay,US-TX-618,2026-08-23,0,0,0,0
Paraguay,US-TX-623,2026-05-17,0,3,0,3
Paraguay,US-TX-623,2026-05-24,0,0,0,0
Paraguay,US-TX-623,2026-05-31,0,0,0,0
Paraguay,US-TX-623,2026-06-07,0,0,3,0
Paraguay,US-TX-623,2026-06-14,5,0,195,58
Paraguay,US-TX-623,2026-06-21,2,0,75,9
Paraguay,US-TX-623,2026-06-28,0,0,53,4
Paraguay,US-TX-623,2026-07-05,12,0,258,22
Paraguay,US-TX-623,2026-07-12,0,0,13,0
Paraguay,US-TX-623,2026-07-19,0,0,3,0
Paraguay,US-TX-623,2026-07-26,0,0,0,0
Paraguay,US-TX-623,2026-08-02,0,0,0,0
Paraguay,US-TX-623,2026-08-09,0,0,0,0
Paraguay,US-TX-623,2026-08-16,0,0,0,0
Paraguay,US-TX-623,2026-08-23,0,0,0,0
Paraguay,US-WA-819,2026-05-17,0,0,0,0
Paraguay,US-WA-819,2026-05-24,4,3,0,0
Paraguay,US-WA-819,2026-05-31,0,0,0,0
Paraguay,US-WA-819,2026-06-07,0,0,0,0
Paraguay,US-WA-819,2026-06-14,7,0,154,35
Paraguay,US-WA-819,2026-06-21,0,0,65,7
Paraguay,US-WA-819,2026-06-28,0,0,64,3
Paraguay,US-WA-819,2026-07-05,14,0,274,20
Paraguay,US-WA-819,2026-07-12,0,0,19,3
Paraguay,US-WA-819,2026-07-19,0,0,0,0
Paraguay,US-WA-819,2026-07-26,0,0,0,0
Paraguay,US-WA-819,2026-08-02,0,0,0,0
Paraguay,US-WA-819,2026-08-09,0,0,0,0
Paraguay,US-WA-819,2026-08-16,0,0,0,0
Paraguay,US-WA-819,2026-08-23,0,0,0,0
Turkey,US-CA-803,2026-05-17,0,0,0,0
Turkey,US-CA-803,2026-05-24,2,0,0,0
Turkey,US-CA-803,2026-05-31,1,0,3,0
Turkey,US-CA-803,2026-06-07,1,1,11,0
Turkey,US-CA-803,2026-06-14,6,0,83,11
Turkey,US-CA-803,2026-06-21,1,0,92,13
Turkey,US-CA-803,2026-06-28,5,0,157,31
Turkey,US-CA-803,2026-07-05,2,0,32,0
Turkey,US-CA-803,2026-07-12,1,0,16,0
Turkey,US-CA-803,2026-07-19,0,0,15,0
Turkey,US-CA-803,2026-07-26,0,0,1,0
Turkey,US-CA-803,2026-08-02,1,0,0,0
Turkey,US-CA-803,2026-08-09,0,1,0,0
Turkey,US-CA-803,2026-08-16,0,0,0,0
Turkey,US-CA-803,2026-08-23,0,0,0,0
Turkey,US-CA-807,2026-05-17,0,0,0,0
Turkey,US-CA-807,2026-05-24,0,0,0,0
Turkey,US-CA-807,2026-05-31,0,0,6,0
Turkey,US-CA-807,2026-06-07,0,0,19,0
Turkey,US-CA-807,2026-06-14,2,0,104,10
Turkey,US-CA-807,2026-06-21,0,0,133,15
Turkey,US-CA-807,2026-06-28,5,0,159,22
Turkey,US-CA-807,2026-07-05,0,0,36,0
Turkey,US-CA-807,2026-07-12,2,0,26,0
Turkey,US-CA-807,2026-07-19,0,0,18,0
Turkey,US-CA-807,2026-07-26,0,0,0,0
Turkey,US-CA-807,2026-08-02,0,0,4,0
Turkey,US-CA-807,2026-08-09,0,0,0,0
Turkey,US-CA-807,2026-08-16,0,0,0,0
Turkey,US-CA-807,2026-08-23,0,0,0,0
Turkey,US-GA-524,2026-05-17,0,0,0,0
Turkey,US-GA-524,2026-05-24,0,6,0,0
Turkey,US-GA-524,2026-05-31,0,0,0,0
Turkey,US-GA-524,2026-06-07,0,0,0,0
Turkey,US-GA-524,2026-06-14,0,0,96,5
Turkey,US-GA-524,2026-06-21,0,0,104,9
Turkey,US-GA-524,2026-06-28,0,0,175,38
Turkey,US-GA-524,2026-07-05,6,0,26,0
Turkey,US-GA-524,2026-07-12,0,0,0,0
Turkey,US-GA-524,2026-07-19,0,0,0,0
Turkey,US-GA-524,2026-07-26,0,0,0,0
Turkey,US-GA-524,2026-08-02,0,0,0,0
Turkey,US-GA-524,2026-08-09,0,0,0,0
Turkey,US-GA-524,2026-08-16,0,0,0,0
Turkey,US-GA-524,2026-08-23,0,0,0,0
Turkey,US-MA-506,2026-05-17,0,0,0,0
Turkey,US-MA-506,2026-05-24,0,0,0,0
Turkey,US-MA-506,2026-05-31,0,0,0,0
Turkey,US-MA-506,2026-06-07,0,0,0,0
Turkey,US-MA-506,2026-06-14,0,0,92,0
Turkey,US-MA-506,2026-06-21,0,0,119,14
Turkey,US-MA-506,2026-06-28,0,0,161,27
Turkey,US-MA-506,2026-07-05,0,0,19,5
Turkey,US-MA-506,2026-07-12,0,0,9,0
Turkey,US-MA-506,2026-07-19,0,0,0,0
Turkey,US-MA-506,2026-07-26,0,0,0,0
Turkey,US-MA-506,2026-08-02,0,0,0,0
Turkey,US-MA-506,2026-08-09,0,0,0,0
Turkey,US-MA-506,2026-08-16,0,0,1,0
Turkey,US-MA-506,2026-08-23,0,0,2,0
Turkey,US-MO-616,2026-05-17,0,0,0,0
Turkey,US-MO-616,2026-05-24,0,0,0,0
Turkey,US-MO-616,2026-05-31,0,0,0,0
Turkey,US-MO-616,2026-06-07,0,0,0,0
Turkey,US-MO-616,2026-06-14,0,0,63,0
Turkey,US-MO-616,2026-06-21,0,0,88,15
Turkey,US-MO-616,2026-06-28,0,0,132,32
Turkey,US-MO-616,2026-07-05,0,0,0,0
Turkey,US-MO-616,2026-07-12,0,0,0,0
Turkey,US-MO-616,2026-07-19,0,0,0,0
Turkey,US-MO-616,2026-07-26,0,0,0,0
Turkey,US-MO-616,2026-08-02,0,0,0,0
Turkey,US-MO-616,2026-08-09,0,0,0,0
Turkey,US-MO-616,2026-08-16,0,0,0,0
Turkey,US-MO-616,2026-08-23,0,0,0,0
Turkey,US-NY-501,2026-05-17,2,0,0,0
Turkey,US-NY-501,2026-05-24,1,0,2,0
Turkey,US-NY-501,2026-05-31,0,0,4,0
Turkey,US-NY-501,2026-06-07,5,0,16,2
Turkey,US-NY-501,2026-06-14,8,0,112,15
Turkey,US-NY-501,2026-06-21,7,0,136,20
Turkey,US-NY-501,2026-06-28,10,0,175,37
Turkey,US-NY-501,2026-07-05,2,0,34,1
Turkey,US-NY-501,2026-07-12,2,0,22,0
Turkey,US-NY-501,2026-07-19,2,0,12,0
Turkey,US-NY-501,2026-07-26,0,0,0,0
Turkey,US-NY-501,2026-08-02,0,0,0,0
Turkey,US-NY-501,2026-08-09,0,0,0,2
Turkey,US-NY-501,2026-08-16,0,0,0,0
Turkey,US-NY-501,2026-08-23,0,0,0,0
Turkey,US-PA-504,2026-05-17,0,0,0,0
Turkey,US-PA-504,2026-05-24,0,0,0,0
Turkey,US-PA-504,2026-05-31,0,0,0,0
Turkey,US-PA-504,2026-06-07,0,6,5,0
Turkey,US-PA-504,2026-06-14,11,0,100,0
Turkey,US-PA-504,2026-06-21,0,0,134,17
Turkey,US-PA-504,2026-06-28,0,0,175,40
Turkey,US-PA-504,2026-07-05,0,0,14,0
Turkey,US-PA-504,2026-07-12,0,0,5,0
Turkey,US-PA-504,2026-07-19,5,0,0,0
Turkey,US-PA-504,2026-07-26,0,0,0,0
Turkey,US-PA-504,2026-08-02,0,0,0,0
Turkey,US-PA-504,2026-08-09,0,0,0,0
Turkey,US-PA-504,2026-08-16,0,0,0,0
Turkey,US-PA-504,2026-08-23,0,0,2,0
Turkey,US-TX-618,2026-05-17,0,0,0,0
Turkey,US-TX-618,2026-05-24,0,0,0,0
Turkey,US-TX-618,2026-05-31,0,0,0,0
Turkey,US-TX-618,2026-06-07,3,0,0,0
Turkey,US-TX-618,2026-06-14,0,0,84,10
Turkey,US-TX-618,2026-06-21,0,0,101,12
Turkey,US-TX-618,2026-06-28,0,0,163,28
Turkey,US-TX-618,2026-07-05,0,0,31,0
Turkey,US-TX-618,2026-07-12,0,0,9,0
Turkey,US-TX-618,2026-07-19,0,0,0,0
Turkey,US-TX-618,2026-07-26,0,0,0,0
Turkey,US-TX-618,2026-08-02,0,0,0,0
Turkey,US-TX-618,2026-08-09,0,0,0,0
Turkey,US-TX-618,2026-08-16,0,0,0,0
Turkey,US-TX-618,2026-08-23,0,0,0,0
Turkey,US-TX-623,2026-05-17,0,0,0,0
Turkey,US-TX-623,2026-05-24,7,0,0,0
Turkey,US-TX-623,2026-05-31,0,4,0,0
Turkey,US-TX-623,2026-06-07,0,0,4,0
Turkey,US-TX-623,2026-06-14,0,0,81,7
Turkey,US-TX-623,2026-06-21,0,0,106,17
Turkey,US-TX-623,2026-06-28,4,0,163,32
Turkey,US-TX-623,2026-07-05,0,0,36,0
Turkey,US-TX-623,2026-07-12,0,0,13,0
Turkey,US-TX-623,2026-07-19,0,0,0,0
Turkey,US-TX-623,2026-07-26,0,0,0,0
Turkey,US-TX-623,2026-08-02,0,0,0,0
Turkey,US-TX-623,2026-08-09,0,0,0,0
Turkey,US-TX-623,2026-08-16,0,0,0,0
Turkey,US-TX-623,2026-08-23,0,0,0,0
Turkey,US-WA-819,2026-05-17,0,0,0,0
Turkey,US-WA-819,2026-05-24,0,0,0,0
Turkey,US-WA-819,2026-05-31,0,0,0,0
Turkey,US-WA-819,2026-06-07,0,0,0,0
Turkey,US-WA-819,2026-06-14,3,0,82,10
Turkey,US-WA-819,2026-06-21,0,0,97,15
Turkey,US-WA-819,2026-06-28,8,0,157,28
Turkey,US-WA-819,2026-07-05,0,0,34,0
Turkey,US-WA-819,2026-07-12,0,0,11,0
Turkey,US-WA-819,2026-07-19,0,0,16,0
Turkey,US-WA-819,2026-07-26,0,0,0,0
Turkey,US-WA-819,2026-08-02,0,0,0,0
Turkey,US-WA-819,2026-08-09,0,0,0,0
Turkey,US-WA-819,2026-08-16,0,0,0,0
Turkey,US-WA-819,2026-08-23,0,0,0,0
